tauf,beat,apd,camax
52,13,259.2001655917843,3.4621250196365967
52,14,217.74833430241551,2.069760645662935
52,15,258.6362391144421,3.4043058062778266
52,16,218.14395132176196,2.072651343361219
52,17,260.05430106941276,3.468607793613616
52,18,214.27534037873284,2.0096865890935702
52,19,261.1828970211436,3.540786356144198
52,20,215.66048840818075,2.0339056925848844
52,21,259.87996316407225,3.5227761208962374
52,22,218.11381908967178,2.066741710948396
52,23,258.4085388682406,3.4087718925760564
52,24,218.99643369240584,2.0810406148603375
52,25,259.28804141737237,3.406891108601702
52,26,218.22301689647247,2.0592086318742844
52,27,257.9810973231779,3.3672564976698545
52,28,221.2448926342986,2.1125492964954216
52,29,257.3478733948741,3.3370814203900054
52,30,219.9832187394586,2.0889235168548814
52,31,257.9806277178177,3.3518099082048134
52,32,219.4775189901393,2.082513972819223
52,33,259.0731779299422,3.425376771096612
52,34,215.05680069668233,2.0145651013779853
52,35,259.7651527018461,3.501583854571996
52,36,217.54251244424267,2.049033935794542
52,37,260.05472664479385,3.461515103295013
52,38,215.9858304588888,2.0269181161220544
52,39,260.17741043133356,3.4703720208683113
52,40,217.204353151159,2.035092189724773
52,41,260.764564791265,3.459899295404521
52,42,213.26992573963435,1.9794970196202297
52,43,261.73718097856363,3.5256613512163084
52,44,213.948672567034,1.9794398322113749
52,45,261.42631707817054,3.540995799281157
52,46,213.037956302991,1.9625540929392091
52,47,261.5450426903153,3.5673806092602276
52,48,214.16106954472707,1.9755796190523767
52,49,260.0440798895579,3.4742520583920364
52,50,215.972726746244,2.0090453520845144
52,51,260.8466358377318,3.4866609711374466
52,52,213.48865841411862,1.9744253969434105
52,53,261.43891261353383,3.5159449912885647
52,54,213.8850828389168,1.9826511274436895
52,55,260.61748022354186,3.494580846592911
52,56,213.3594557317192,1.9624744347385632
52,57,260.9572547058051,3.4919872186711824
52,58,214.4423853801709,1.9751278217888846
52,59,260.4288041254222,3.4814370860837442
52,60,214.62929999816333,1.9832772592618866
52,61,259.9862841689719,3.4329257594551157
52,62,216.1382205970258,1.9989420751846103
52,63,259.5182746675018,3.4192531388940077
52,64,217.8934514328721,2.0461498405814793
52,65,258.9162582331737,3.376221493321746
52,66,216.99163977125863,2.015477662500777
52,67,259.4564514859376,3.379225224965107
52,68,215.5211633545041,2.004608078072956
52,69,260.43529177393066,3.467455261698674
52,70,215.99673921004432,1.9929993768650691
52,71,260.6641426833339,3.432046078023229
52,72,216.4975936023293,2.00444565053194
52,73,259.56473117088535,3.412592112036846
52,74,217.0934560875976,2.018265782587165
52,75,261.7192702010507,3.4690724229984533
52,76,212.63589650940776,1.9420378313563136
52,77,262.1227075085844,3.5131853905639083
52,78,211.6155489992052,1.9352860215427303
52,79,262.01178061510655,3.559918801548644
52,80,213.4936974367447,1.9632322727760418
52,81,261.1841786166515,3.5180494257794157
52,82,214.65424573774362,1.9781765113997163
52,83,260.53092778091013,3.4704426185627453
52,84,214.3838122344314,1.9758242649338265
